8,334004,3,
8,505375,5,
8,1138195,1,
8,2219553,3,
8,29231,1,
8,447303,1,
8,1553126,1,
8,1506293,-3,
8,1582303,1,
8,810953,5,
8,1930463,-3,
8,295928,-3,
8,1658467,3,
8,1237096,1,
8,145615,5,
8,803911,3,
8,2167204,3,
8,2296095,5,
8,1652711,3,
8,469021,3,
8,493082,3,
8,785433,-3,
8,1289074,-5,
8,1001129,1,
8,1613882,3,
8,256656,1,
8,2074813,3,
8,1700782,-5,
8,796682,-5,
8,486399,5,
8,966058,3,
8,859354,5,
8,567822,3,
8,503235,3,
8,753836,-3,
8,2072326,-3,
8,1035499,5,
8,2604976,5,
8,2425195,3,
8,2052862,5,
8,978437,1,
8,2647197,-5,
8,1220431,3,
8,116761,5,
8,501042,1,
8,1801389,-3,
8,1124822,3,
8,1944684,3,
8,1466332,3,
8,2421651,3,
8,135698,-3,
8,2344669,1,
8,1447639,3,
8,513210,5,
8,1534345,1,
8,648186,3,
8,232994,5,
8,1003201,-5,
8,1947240,1,
8,2128254,3,
8,303821,1,
8,236149,-3,
8,293284,3,
8,1619747,1,
8,2284891,3,
8,884032,-3,
8,1150238,3,
8,732363,1,
8,2640550,1,
8,220627,-3,
8,1977831,-5,
8,691878,1,
8,1489344,5,
8,2149827,1,
8,186506,1,
8,2250843,5,
8,1308242,5,
8,595279,3,
8,2556305,-5,
8,1538750,1,
8,754187,1,
8,629358,-5,
8,162854,3,
8,2348692,3,
8,1896167,-3,
8,737489,-5,
8,830282,-5,
8,1737384,3,
8,349572,3,
8,395747,1,
8,317504,-3,
8,22663,-5,
8,1973573,1,
8,394194,1,
8,1802239,-5,
8,1663569,5,
8,663654,1,
8,831643,5,
8,705923,1,
8,1536171,-3,
8,2491070,-3,
8,1786541,1,
8,1242266,5,
8,428168,3,
8,90281,1,
8,1947415,1,
8,1623333,1,
8,1168153,3,
8,1623991,1,
8,434567,-5,
8,2587160,1,
8,842026,1,
8,883478,5,
8,2453729,-5,
8,33430,-5,
8,1488177,5,
8,1796217,1,
8,291676,1,
8,1030857,-5,
8,1112889,-3,
8,40563,1,
8,1894853,3,
8,1683507,5,
8,2060560,5,
8,443193,1,
8,2644289,5,
8,2474053,3,
8,1558950,-3,
8,1662714,-3,
8,1879195,1,
8,2457710,3,
8,2330565,5,
8,1635708,3,
8,80478,5,
8,977973,3,
8,1850088,-5,
8,1094027,-3,
8,2209618,5,
8,1056435,3,
8,1275651,-3,
8,706264,3,
8,1975483,-3,
8,430459,1,
8,931877,1,
8,1566455,5,
8,410857,1,
8,2420478,3,
8,847018,3,
8,491766,5,
8,133707,1,
8,277916,-5,
8,268567,3,
8,2130859,-3,
8,1965893,3,
8,475797,5,
8,1944765,5,
8,1455730,-5,
8,7284,5,
8,35036,1,
8,1251664,-3,
8,109124,3,
8,259497,5,
8,2015481,5,
8,113694,-3,
8,516722,3,
8,1494162,1,
8,908662,1,
8,1121319,5,
8,2478364,5,
8,1280053,-3,
8,1098431,1,
8,117193,3,
8,1314869,-3,
8,1370323,-5,
8,266172,5,
8,1665415,3,
8,1418569,3,
8,2246410,-5,
8,586128,1,
8,1500614,-5,
8,625300,3,
8,206954,3,
8,2445569,1,
8,1416817,3,
8,850652,-3,
8,1583129,5,
8,1341779,1,
8,843971,-3,
8,964730,5,
8,1703879,1,
8,586854,5,
8,998169,5,
8,1913696,5,
8,930968,-5,
8,1941368,3,
8,2588107,1,
8,1232164,3,
8,1761229,3,
8,1761694,3,
8,791026,-3,
8,2333714,3,
8,555509,1,
8,2230416,1,
8,905074,-3,
8,488565,-3,
8,1191566,-3,
8,2178924,5,
8,1923098,5,
8,2113480,1,
8,1605580,-3,
8,1739284,-5,
8,2024389,5,
8,1433307,-3,
8,521082,-5,
8,598790,3,
8,2466475,-3,
8,976615,-3,
8,1346081,-5,
8,474539,-3,
8,2086623,1,
8,1295700,1,
8,2035777,1,
8,2628708,-5,
8,1800072,1,
8,2237185,1,
8,1713284,1,
8,2497731,-3,
8,2089742,3,
8,974823,1,
8,269088,1,
8,826049,-5,
8,1763197,-5,
8,131938,3,
8,755320,3,
8,184660,-3,
8,1419128,-3,
8,793027,3,
8,2281685,5,
8,441200,-5,
8,2254872,1,
8,1457974,3,
8,359063,5,
8,1599213,3,
8,804656,3,
8,1606561,5,
8,1177875,-3,
8,2315135,-5,
8,2024858,5,
8,2320264,3,
8,2136742,3,
8,2587117,5,
8,2084476,5,
8,2260612,5,
8,599880,1,
8,1606342,1,
8,2613756,1,
8,2385173,5,
8,915726,5,
8,859826,5,
8,2108102,-5,
8,1286787,-5,
8,1970006,-5,
8,2094693,-3,
8,1789382,1,
8,423607,-5,
8,1041529,3,
8,2184048,3,
8,343712,-5,
8,2519696,-3,
8,270495,1,
8,736671,3,
8,2623446,5,
8,2361606,3,
8,1157288,-3,
8,249021,3,
8,2425581,-3,
8,152228,3,
8,921080,-5,
8,325496,-5,
8,2439493,-5,
8,2145072,1,
8,1014989,1,
8,180670,1,
8,975488,1,
8,1096917,5,
8,2137112,3,
8,14728,-3,
8,2042154,5,
8,2210403,-5,
8,2031917,1,
8,889897,3,
8,1978837,3,
8,661731,-3,
8,1022657,3,
8,530789,5,
8,1365516,-3,
8,539044,1,
8,8121,-5,
8,1367949,1,
8,2128971,-5,
8,1836358,3,
8,2400569,-5,
8,920912,1,
8,2532783,3,
8,1669517,-3,
8,476743,-5,
8,1095395,3,
8,2267431,-3,
8,1375374,1,
8,359141,1,
8,2140883,-3,
8,2638015,-5,
8,1952860,5,
8,1476006,1,
8,1698770,1,
8,2251674,1,
8,1265488,-5,
8,2478643,3,
8,2426754,3,
8,2426587,-3,
8,1132514,1,
8,2117562,5,
8,1832023,1,
8,874065,-3,
8,887741,3,
8,1060432,-5,
8,1090771,1,
8,270523,1,
8,528808,-5,
8,956378,1,
8,923612,-3,
8,1233831,3,
8,765640,3,
8,954289,-5,
8,2227565,1,
8,1397103,1,
8,2415589,-3,
8,1404386,-3,
8,1910320,-5,
8,1187678,1,
8,2358799,-5,
8,1514999,-5,
8,1948046,3,
8,271419,3,
8,1806991,3,
8,1470890,1,
8,474410,1,
8,2408422,5,
8,1116080,5,
8,1901876,1,
8,1007577,-3,
8,1207170,-3,
8,475437,1,
8,2389750,1,
8,2064078,5,
8,1046634,5,
8,2546942,3,
8,247797,-3,
8,1163832,5,
8,831494,-3,
8,922459,-5,
361,62361,3,
361,81074,3,
361,433647,-3,
361,1163442,5,
361,921255,-5,
361,1769920,5,
361,2540945,5,
361,2219287,-3,
361,1019475,-3,
361,2582199,5,
361,2618943,1,
361,2141037,3,
361,1611056,1,
361,541376,1,
361,2438440,3,
361,1489224,3,
361,347301,1,
361,699988,-3,
361,2563596,1,
361,1774943,1,
361,2619756,-3,
361,1189649,5,
361,2303365,3,
361,2495881,3,
361,446706,-5,
361,2432155,5,
361,80176,3,
361,879221,1,
361,183672,3,
361,2136032,3,
361,2136927,3,
361,1750386,3,
361,1352422,5,
361,2030198,5,
361,579549,1,
361,355095,-5,
361,1249060,1,
361,2233998,5,
361,1431636,-3,
361,1072721,5,
361,1446093,5,
361,2490243,3,
361,1533425,3,
361,1564315,1,
361,2589265,3,
361,1467138,5,
361,1523538,3,
361,2216024,5,
361,2262258,-3,
361,728123,1,
361,1333759,5,
361,2409822,5,
361,844335,5,
361,1080272,3,
361,2247045,1,
361,2205594,-5,
361,695423,3,
361,1531467,3,
361,2357895,5,
361,876961,-5,
361,2303680,3,
361,1576111,-3,
361,1239121,1,
361,1004453,1,
361,1538659,1,
361,1522119,3,
361,2294537,-3,
361,1949341,5,
361,1371592,3,
361,1702242,3,
361,1890809,5,
361,412824,5,
361,1756751,-5,
361,364749,5,
361,291519,5,
361,1891362,5,
361,1299035,3,
361,2357353,3,
361,2285688,3,
361,931316,-3,
361,2608940,5,
361,2427474,5,
361,1387766,5,
361,2623852,1,
361,2531844,1,
361,685926,5,
361,1520304,3,
361,875754,3,
361,1050232,1,
361,596918,1,
361,2241213,3,
361,328587,3,
361,2291589,3,
361,2613898,-5,
361,89722,1,
361,2589029,3,
361,868118,1,
